user_id,allergies,liked_tags,disliked_tags,prefers_light_food,sweet_tooth,coffee_addict,microwave_trust
17,,beef|boiled|fish_tag|meat|pickled|rice|sweet,chicken|grilled|seafood_tag|spicy|tea,0,1,0,1
18,gluten,boiled|bread|creamy|crispy|fish_tag|high_protein|low_cal|meat|soda,beef|chicken|compote|sour|tea|vegan,0,0,0,1
19,nuts,fish_tag|fresh|low_cal|pickled|rice|sweet,baked|chicken|crispy|pork|vegetarian,0,0,0,1
20,,chicken|coffee|compote|fiber|fish_tag|low_cal|savory,baked|soda|sweet|turkey|vegetarian,0,0,1,1
21,,beef|boiled|chicken|coffee|fiber|fresh|pasta|sweet|vegan,compote|grilled|low_cal|pickled|turkey,1,1,0,1
22,egg|fish,bread|coffee|juice|low_cal|seafood_tag|sour|sweet,beef|meat|smoky|soda|spicy|vegetarian,0,0,1,1
23,,fiber|fish_tag|seafood_tag|soda|turkey|vegan,grilled|meat|pork|sour,0,0,0,0
24,,boiled|coffee|fish_tag|fried|tea|vegan,compote|fresh|high_protein|meat|potato|vegetarian,0,0,1,1
25,,crispy|pasta|rice|smoky|sour|spicy,bread|grilled|meat|vegan,0,1,0,1
26,chocolate,compote|fried|high_protein|juice|low_cal|meat|potato|smoky|soda,fish_tag|sour|spicy|sweet|vegetarian,0,0,1,1
27,,compote|fried|grilled|meat|smoky|sour|spicy|turkey,chicken|coffee|creamy|vegan,0,0,0,1
28,,beef|bread|fresh|savory|vegan,compote|pickled|potato,0,0,0,1
29,,bread|coffee|crispy|fresh|grilled|high_protein|tea|vegan,pickled|pork|smoky|soda|sour|sweet,1,0,1,1
30,,bread|fiber|pasta|seafood_tag|sour,beef|compote|meat,0,1,0,0
31,,boiled|crispy|fiber|fish_tag|fresh|low_cal|savory|sour|spicy,bread|coffee|juice,0,0,1,1
32,,compote|crispy|meat|smoky|sour|tea|vegan,beef|coffee|juice,1,0,0,1
33,peas,coffee|fried|grilled|high_protein|juice|meat,boiled|seafood_tag|vegan,0,0,0,1
34,,bread|pasta|potato|seafood_tag|soda|vegetarian,creamy|grilled|high_protein|pickled|pork|smoky,1,0,0,0
35,,baked|coffee|fried|seafood_tag|spicy|sweet|vegan,chicken|crispy|fish_tag,0,0,0,1
36,,bread|creamy|high_protein|low_cal|pasta|smoky|sour,boiled|meat|potato|savory|spicy,1,1,0,1
37,peas,bread|compote|fish_tag|spicy|sweet|tea|turkey,boiled|high_protein|juice|low_cal|vegan,0,1,1,0
38,,compote|creamy|low_cal|rice|spicy|sweet|turkey|vegetarian,bread|meat|pork|vegan,1,1,0,1
39,,crispy|fried|pork|savory|turkey|vegetarian,baked|beef|fresh|vegan,0,1,0,1
40,fish|nuts,beef|boiled|chicken|compote|juice|potato|rice|seafood_tag|smoky,crispy|fiber|grilled|pasta|sour,0,0,0,0
41,,creamy|pork|rice|sweet|vegan|vegetarian,bread|pickled|smoky,1,1,0,1
42,nuts|peas,bread|fried|juice|rice|smoky|sweet|turkey,compote|potato|savory|tea,0,0,0,1
43,chocolate,bread|chicken|coffee|high_protein|juice|pasta|pickled,fish_tag|potato|soda|vegan,0,0,1,0
44,gluten,beef|coffee|fried|grilled|meat|potato|seafood_tag,low_cal|rice|soda|spicy,0,1,0,1
45,,bread|compote|fish_tag|juice|low_cal|smoky|vegetarian,boiled|meat|rice|soda|spicy,1,1,0,1
46,,baked|boiled|creamy|crispy|fish_tag|pickled|tea|vegetarian,beef|fresh|meat,0,0,0,1
47,,crispy|fish_tag|fried|rice|sour,beef|pickled|soda,0,1,0,0
48,,boiled|compote|fiber|pork|turkey,rice|tea|vegan,0,1,0,0
49,,bread|chicken|coffee|compote|creamy|pork|savory|sweet,fiber|fish_tag|fresh|juice|low_cal,0,0,0,0
50,,beef|compote|crispy|high_protein|pasta|potato|sweet|vegetarian,boiled|fried|pickled|pork|soda,0,0,0,1
51,,chicken|coffee|creamy|fresh|pasta|rice|seafood_tag|sweet|turkey,baked|fiber|fish_tag|juice|smoky|tea,1,0,1,1
52,,baked|beef|pickled|smoky|sweet|tea,chicken|compote|potato|spicy,1,1,0,0
53,,compote|fiber|fish_tag|fried|pasta|pickled|potato|sweet,meat|pork|spicy|tea,0,1,0,1
54,citrus,fiber|fried|pickled|spicy|sweet,creamy|crispy|fresh|juice|potato|soda,0,0,0,1
55,seafood,crispy|fiber|pasta|pickled|rice|sour|vegetarian,baked|beef|chicken|high_protein|soda|sweet,1,0,0,0
56,,compote|fish_tag|juice|pork|spicy|vegetarian,baked|coffee|grilled|low_cal|potato|vegan,1,0,0,1
57,fish|nuts,beef|crispy|fresh|fried|high_protein|meat|sour,pickled|potato|sweet,0,0,0,1
58,,bread|chicken|fried|juice|pasta|spicy|sweet,sour|tea|turkey,0,0,0,1
59,,fish_tag|fried|grilled|rice|smoky|soda|sweet|tea|vegetarian,bread|chicken|crispy|sour|spicy,0,1,1,1
60,,fiber|grilled|low_cal|turkey|vegetarian,bread|compote|creamy|fried|juice|soda,1,0,0,1
61,,coffee|fiber|pasta|potato|turkey,chicken|creamy|fried|smoky,0,0,1,0
62,chocolate|citrus|dairy,baked|compote|creamy|crispy|pasta|pork|savory|tea|vegetarian,beef|fish_tag|high_protein|meat|rice|sweet,0,0,0,0
63,chocolate|mayo,bread|fish_tag|high_protein|low_cal|pickled|tea|vegan,chicken|compote|grilled|potato|turkey,0,0,0,1
64,,compote|crispy|fiber|fresh|high_protein,seafood_tag|smoky|vegetarian,0,0,0,1
65,peas,boiled|bread|creamy|fiber|fresh|potato|soda|vegan|vegetarian,coffee|grilled|pasta|turkey,1,0,1,1
66,mayo,compote|crispy|fresh|pasta|pork|rice|seafood_tag|smoky,fiber|fish_tag|juice|potato|vegetarian,0,0,1,1
67,citrus|egg|fish,baked|beef|coffee|high_protein|juice|pasta|pickled|sour|vegetarian,compote|creamy|low_cal|rice|spicy,0,0,1,1
68,seafood,creamy|fried|juice|low_cal|rice|savory|sour|turkey,chicken|fresh|meat|vegan,0,0,0,1
69,,bread|fried|grilled|pasta|pickled,baked|boiled|fish_tag|savory|sour|vegan,0,0,0,0
70,,bread|juice|low_cal|pork|savory|turkey,coffee|compote|fiber|potato|vegan,0,0,0,1
71,chocolate|dairy,fresh|fried|high_protein|pork|potato|sweet,baked|bread|compote|crispy|tea,0,0,0,0
72,nuts,creamy|meat|pickled|savory|turkey,beef|crispy|fish_tag|pasta,0,1,0,1
73,citrus|gluten|peas,creamy|grilled|low_cal|pickled|pork|savory|tea,coffee|compote|fish_tag|pasta|soda,0,0,0,1
74,citrus|nuts,chicken|fresh|fried|high_protein|pasta|potato|sweet,bread|fish_tag|meat|savory|seafood_tag|sour,0,1,0,1
75,,baked|coffee|fiber|pickled|sweet,compote|grilled|potato,0,1,0,1
76,chocolate|fish,coffee|fried|high_protein|rice|vegan,baked|low_cal|soda|spicy|tea,1,0,0,0
77,nuts,beef|crispy|fresh|high_protein|seafood_tag|spicy,bread|savory|tea,0,0,0,1
78,,boiled|compote|meat|pasta|spicy|sweet,fried|grilled|seafood_tag,0,1,0,0
79,peas,beef|bread|chicken|high_protein|low_cal|pickled|smoky|soda|vegetarian,boiled|creamy|fresh|juice|rice|sweet,0,0,1,1
80,,boiled|high_protein|juice|seafood_tag|turkey,chicken|fried|rice|savory|smoky,0,1,0,1
81,,beef|bread|crispy|fish_tag|grilled|tea|turkey|vegan,fried|pasta|rice|savory|sweet,0,1,0,0
82,citrus,fresh|rice|sour|tea|turkey,baked|boiled|coffee|soda|vegan,0,0,1,1
83,,beef|bread|coffee|fiber|fish_tag|fried|low_cal|pork|spicy,creamy|juice|pasta|potato|savory|soda,0,0,0,0
84,chocolate|peas,compote|fish_tag|high_protein|low_cal|pork|sour,baked|crispy|smoky|sweet,1,0,0,1
85,,beef|bread|fried|juice|spicy|sweet|tea,baked|coffee|creamy|smoky|turkey,0,1,0,1
86,egg,coffee|crispy|grilled|pasta|smoky,bread|fiber|low_cal|sweet|tea,0,0,1,0
87,chocolate|egg|peas,beef|bread|crispy|fried|pork|smoky|spicy|turkey,fish_tag|fresh|sour|vegan,0,1,1,1
88,dairy,crispy|fresh|grilled|juice|low_cal|potato|smoky|soda|sweet,baked|pickled|pork,0,0,0,0
89,,bread|coffee|grilled|high_protein|pickled|rice|smoky|sweet|vegan,creamy|crispy|fiber|seafood_tag|soda|turkey,0,0,0,1
90,gluten,bread|crispy|fish_tag|grilled|juice|turkey|vegan,chicken|fiber|pork|potato|sour|vegetarian,0,0,0,1
91,egg,bread|coffee|grilled|low_cal|smoky|vegetarian,fiber|fresh|meat|pork|sweet|tea,1,0,1,0
92,,baked|coffee|fiber|fresh|low_cal|vegan,pork|soda|spicy|vegetarian,1,0,1,0
93,citrus|dairy|fish,bread|grilled|juice|meat|pork|vegetarian,coffee|savory|smoky|sweet,0,0,1,1
94,,beef|bread|chicken|rice|seafood_tag|smoky|sour|spicy|vegetarian,boiled|coffee|compote|juice|pasta|soda,0,0,0,0
95,,boiled|chicken|compote|grilled|pork|potato|savory|vegetarian,bread|fish_tag|fresh|fried|spicy|turkey,0,1,0,1
96,,beef|fresh|meat|potato|seafood_tag,creamy|pasta|sweet,1,0,0,1
97,dairy,chicken|coffee|fiber|potato|vegan|vegetarian,creamy|low_cal|savory|sweet,0,0,0,1
98,,beef|coffee|creamy|high_protein|juice|potato|tea|vegetarian,low_cal|savory|seafood_tag|spicy,0,1,0,1
99,,chicken|fiber|sweet|turkey|vegan,beef|boiled|low_cal|savory|spicy|tea,1,1,0,0
100,chocolate|gluten,bread|fresh|pork|potato|savory|soda,rice|smoky|tea,1,0,0,0
101,mayo,chicken|creamy|crispy|fiber|fresh|pasta|seafood_tag|soda|vegetarian,baked|compote|grilled|pork|smoky,0,0,0,1
102,nuts,fish_tag|grilled|meat|pasta|pickled|potato|rice|soda|vegan,beef|bread|fresh|sour|sweet|vegetarian,1,0,0,1
103,,coffee|fish_tag|pickled|rice|seafood_tag|sour|tea,potato|savory|sweet|vegan,0,0,0,1
104,,baked|crispy|grilled|high_protein|pickled|pork|potato|sour,coffee|fiber|fried|spicy|sweet|turkey,0,0,0,1
105,,beef|coffee|pasta|savory|sour,baked|fiber|pickled|vegetarian,0,0,1,1
106,fish,baked|bread|creamy|pork|vegan|vegetarian,high_protein|savory|soda|tea,0,0,0,0
107,gluten,compote|fish_tag|grilled|meat|sweet|vegan,crispy|fried|high_protein|potato|smoky|spicy,0,0,0,0
108,,boiled|juice|low_cal|potato|sour|tea|vegetarian,coffee|fresh|spicy,0,1,1,0
109,seafood,bread|coffee|fish_tag|fried|grilled|high_protein|low_cal|savory|seafood_tag,pasta|pork|sour|spicy|sweet,0,0,1,1
110,nuts,coffee|fresh|low_cal|pickled|potato|sour|tea|vegan|vegetarian,juice|meat|soda|sweet,1,0,1,1
111,,boiled|coffee|fresh|fried|grilled|pasta|soda|sweet,baked|beef|bread|chicken|high_protein|sour,1,1,0,1
112,,baked|chicken|coffee|compote|creamy|juice|sweet|vegan,crispy|fried|meat|pasta|rice|turkey,0,1,0,1
113,dairy,crispy|fresh|fried|pasta|pork|rice|vegan|vegetarian,bread|high_protein|juice,1,0,1,1
114,,beef|coffee|creamy|juice|low_cal|meat|savory|soda,grilled|seafood_tag|sweet|vegan,0,0,1,0
115,dairy,coffee|compote|pasta|potato|sweet,baked|crispy|fried|high_protein|juice|meat,0,1,1,1
116,,coffee|fish_tag|fresh|sour|spicy|turkey,boiled|seafood_tag|sweet,0,0,0,0
117,,baked|beef|coffee|compote|fresh|spicy|sweet|turkey,creamy|fried|high_protein|low_cal|soda|sour,0,1,1,1
118,citrus|nuts,boiled|chicken|creamy|fiber|fish_tag|savory|sweet|turkey,beef|juice|soda|vegan,0,1,0,0
119,fish|seafood,baked|fiber|fresh|fried|seafood_tag|soda|spicy|turkey,boiled|creamy|rice,0,1,0,1
120,gluten,coffee|grilled|rice|smoky|soda,fiber|fried|savory|tea,0,1,1,0
121,citrus|mayo,fiber|fried|juice|pasta|pork|rice|seafood_tag|vegetarian,fish_tag|grilled|high_protein|low_cal|meat|sweet,0,0,0,1
122,,boiled|chicken|grilled|pasta|sweet|turkey|vegetarian,creamy|soda|sour|vegan,1,0,0,1
123,,fish_tag|high_protein|meat|potato|seafood_tag|smoky|soda|spicy,bread|fresh|sour,0,0,0,1
124,,savory|seafood_tag|soda|sweet|vegan,creamy|fresh|low_cal,0,1,0,1
125,gluten|mayo,chicken|compote|fresh|low_cal|meat|rice|seafood_tag|sweet,baked|fish_tag|juice|savory|tea|vegan,0,0,0,0
126,,crispy|fresh|juice|low_cal|pork|soda|spicy|turkey|vegan,compote|high_protein|meat,1,0,1,0
127,peas,baked|coffee|pork|potato|sour,bread|creamy|fish_tag|juice|smoky|spicy,0,0,0,1
128,,baked|bread|chicken|juice|meat|potato|seafood_tag|smoky|spicy,fiber|fresh|fried,0,0,0,0
129,,chicken|coffee|creamy|crispy|rice|soda,boiled|potato|savory|vegetarian,0,1,1,0
130,fish,compote|fiber|fresh|pasta|pork|rice|sweet|turkey,coffee|creamy|crispy|juice|low_cal,0,1,0,1
131,,coffee|fresh|fried|spicy|tea|turkey,baked|juice|soda,0,0,1,1
132,,baked|crispy|high_protein|smoky|soda|spicy|turkey,fish_tag|fresh|low_cal|potato|seafood_tag,0,0,0,1
133,egg,chicken|fish_tag|juice|low_cal|spicy|tea|vegetarian,baked|crispy|pickled|potato|rice|soda,0,0,1,0
134,,baked|fiber|fried|high_protein|savory|smoky|tea,boiled|creamy|fish_tag|juice,0,1,1,0
135,,boiled|bread|fish_tag|grilled|high_protein|juice|pasta|potato|rice,chicken|coffee|fresh|pickled|turkey,1,0,0,1
136,,baked|bread|coffee|fish_tag|low_cal|savory|spicy,boiled|compote|creamy|sour|vegan,0,0,0,1
137,chocolate,baked|creamy|fried|low_cal|meat|pasta|smoky|vegan,bread|crispy|rice|seafood_tag,0,0,0,0
138,seafood,grilled|low_cal|pasta|rice|sour|sweet,chicken|coffee|compote|crispy|meat|vegetarian,0,1,1,0
139,seafood,bread|compote|fried|high_protein|juice|rice|sour,baked|creamy|grilled|low_cal|smoky,0,0,1,0
140,,boiled|pork|rice|seafood_tag|smoky|spicy|sweet|vegetarian,baked|chicken|crispy,1,1,0,0
141,,coffee|potato|spicy|turkey|vegan,boiled|chicken|compote|grilled|meat|sweet,0,0,0,1
142,mayo,boiled|rice|seafood_tag|smoky|spicy|sweet|tea|turkey,creamy|savory|vegetarian,0,1,0,0
143,citrus|fish|gluten,boiled|chicken|coffee|fiber|low_cal|pasta|pork,crispy|fried|turkey|vegan|vegetarian,1,1,1,1
144,,chicken|fried|seafood_tag|soda|turkey,baked|boiled|fish_tag|juice|meat,1,0,0,0
145,,chicken|fish_tag|fresh|potato|rice|seafood_tag|soda|vegetarian,bread|compote|pork|smoky|spicy|sweet,0,0,0,1
146,peas,boiled|bread|crispy|fish_tag|juice|low_cal|rice|savory|sweet,fried|potato|smoky|soda|sour|spicy,1,0,0,1
147,,coffee|crispy|grilled|high_protein|pickled|rice,baked|beef|boiled,0,0,1,0
148,,bread|fish_tag|meat|potato|seafood_tag|sour,fiber|fresh|grilled|pickled|rice,0,0,0,1
149,egg|mayo|peas,baked|high_protein|savory|seafood_tag|sweet|turkey|vegetarian,beef|boiled|bread|pickled|soda|vegan,0,0,1,0
150,peas,baked|fish_tag|fried|high_protein|potato|rice,beef|fiber|fresh|pickled|spicy|tea,0,0,0,0
151,dairy,crispy|fish_tag|high_protein|juice|pasta|pork|seafood_tag|spicy|tea,beef|boiled|chicken|creamy|grilled,0,0,0,1
152,dairy,baked|beef|creamy|fried|juice|low_cal|pickled|smoky|turkey,chicken|potato|rice,0,0,1,1
153,egg,coffee|crispy|potato|savory|vegetarian,juice|pork|soda,0,0,0,0
154,,boiled|fiber|high_protein|smoky|soda|sour|vegetarian,baked|chicken|fresh|low_cal|sweet,0,0,0,1
155,chocolate,coffee|creamy|fiber|fried|rice|seafood_tag|smoky|soda|vegan,bread|pork|potato,0,0,0,1
156,,beef|chicken|coffee|fish_tag|fried|high_protein|pork|soda|vegetarian,crispy|fiber|fresh|sweet,0,0,0,0
157,,bread|chicken|fried|low_cal|rice|seafood_tag|vegetarian,meat|smoky|sour|turkey,0,0,0,0
158,,fried|low_cal|pasta|rice|soda,bread|tea|turkey|vegan|vegetarian,1,0,1,1
159,citrus|mayo,baked|coffee|compote|fiber|meat|pasta|spicy|tea|vegan,boiled|low_cal|pickled,0,0,1,0
160,gluten,chicken|fiber|fried|pork|sour|spicy|turkey|vegan,fresh|rice|smoky|soda,0,0,0,1
161,mayo|seafood,boiled|chicken|fiber|fresh|fried|juice|meat|savory|sweet,compote|grilled|high_protein|pasta|pork|potato,0,0,0,1
162,dairy,compote|high_protein|low_cal|potato|vegetarian,pasta|pork|rice|smoky|spicy,0,0,1,0
163,,creamy|fresh|pork|sweet|turkey|vegan,fried|pasta|potato,0,1,0,0
164,,beef|bread|chicken|coffee|pasta|rice,fiber|fried|meat|sour|tea,0,1,0,1
165,,boiled|chicken|fiber|fried|seafood_tag|sweet,crispy|pasta|vegetarian,0,1,0,0
166,dairy,fiber|pasta|pickled|potato|savory,fresh|high_protein|low_cal|meat,1,0,0,0
167,gluten,beef|coffee|creamy|fiber|savory|sweet|tea,juice|rice|soda|turkey,0,0,0,1
168,dairy|peas,fresh|juice|savory|tea|turkey,low_cal|potato|vegan,0,0,0,1
169,fish,creamy|crispy|fried|tea|turkey,high_protein|juice|low_cal|sour|vegetarian,0,0,0,0
170,,fiber|potato|savory|seafood_tag|sweet|tea,creamy|crispy|pasta,1,1,1,1
171,,pasta|potato|sour|spicy|turkey|vegan,boiled|fiber|fish_tag|tea,0,0,1,1
172,seafood,baked|boiled|compote|creamy|low_cal|sweet,fiber|fresh|pasta|smoky|sour|vegetarian,0,0,0,1
173,,chicken|creamy|fiber|fish_tag|fried|savory|seafood_tag|soda,coffee|low_cal|pickled|rice,0,0,1,1
174,,coffee|creamy|grilled|low_cal|smoky|sour|sweet,fish_tag|fried|turkey,0,1,1,1
175,,bread|creamy|fiber|rice|sour|sweet,juice|low_cal|pickled|smoky|spicy|turkey,0,1,0,1
176,,baked|compote|creamy|fiber|grilled|sweet,pasta|smoky|turkey,0,1,0,1
177,,coffee|fish_tag|fresh|grilled|sweet|vegetarian,baked|high_protein|savory,1,0,1,1
178,,bread|fish_tag|fried|pasta|potato|tea|turkey|vegetarian,beef|compote|creamy|vegan,0,1,0,1
179,gluten,boiled|fish_tag|fresh|rice|tea|turkey|vegan|vegetarian,baked|compote|pickled|potato,0,0,0,1
180,,baked|fiber|fish_tag|juice|pasta|rice|spicy,boiled|high_protein|sour|sweet,1,0,0,1
181,citrus,boiled|fish_tag|fresh|fried|low_cal|rice|sour,coffee|high_protein|potato|seafood_tag|soda,1,0,0,1
182,,coffee|fiber|fried|juice|meat|rice,fish_tag|low_cal|pasta|potato|spicy,0,0,0,1
183,,boiled|chicken|pickled|potato|spicy|turkey,low_cal|meat|soda,0,0,1,1
184,dairy|gluten|seafood,creamy|fiber|grilled|tea|vegetarian,boiled|crispy|high_protein|pasta|spicy,0,0,0,1
185,,boiled|bread|fiber|low_cal|meat|soda|sweet|vegan,coffee|compote|grilled|pasta|smoky|tea,1,1,0,0
186,mayo,baked|chicken|coffee|compote|fish_tag|low_cal|rice|seafood_tag|smoky,grilled|savory|sweet|turkey,0,0,0,1
187,dairy|mayo,chicken|coffee|fish_tag|fried|meat|sour|vegetarian,compote|sweet|turkey,0,0,1,0
188,egg|nuts,compote|high_protein|rice|savory|sweet|turkey,crispy|pork|spicy|tea,0,0,0,0
189,,coffee|fiber|fresh|juice|low_cal|pickled,boiled|chicken|creamy|pork,1,0,1,0
190,,coffee|meat|pork|savory|smoky|turkey,fresh|fried|potato|soda|tea,0,0,0,1
191,,beef|chicken|juice|low_cal|potato|seafood_tag|spicy,fiber|fish_tag|grilled|smoky|sweet|vegetarian,0,1,0,1
192,,compote|crispy|meat|pasta|potato|savory|smoky|sour|turkey,baked|low_cal|pickled,0,0,0,1
193,,chicken|juice|pork|rice|soda|spicy,high_protein|seafood_tag|sweet|vegan,0,0,0,0
194,,coffee|compote|high_protein|sour|vegetarian,fiber|fish_tag|fried|rice,1,1,1,1
195,,bread|chicken|creamy|fresh|juice|low_cal|meat|vegan|vegetarian,high_protein|potato|sweet|turkey,1,0,0,1
196,egg,grilled|high_protein|low_cal|pasta|vegetarian,coffee|compote|rice|smoky|sweet|vegan,1,0,0,0
197,dairy,boiled|bread|fish_tag|grilled|low_cal,savory|smoky|turkey|vegan,0,0,0,1
198,egg|nuts,baked|fiber|fried|juice|meat|sweet,coffee|creamy|fish_tag,1,0,0,1
199,peas,baked|crispy|fish_tag|juice|potato|seafood_tag|tea|vegetarian,compote|fiber|low_cal|meat|pasta|pickled,0,0,0,1
200,citrus,fish_tag|savory|soda|tea|turkey,boiled|creamy|meat|pork|sour|sweet,0,0,0,1
201,,bread|fresh|low_cal|potato|spicy|turkey,creamy|fish_tag|rice|seafood_tag|sour|vegetarian,1,0,1,1
202,chocolate|citrus,beef|fish_tag|grilled|potato|rice|seafood_tag|sweet|vegan,compote|juice|soda,0,1,0,0
203,,juice|low_cal|pickled|sour|vegan|vegetarian,pasta|savory|smoky|spicy,1,0,0,0
204,,baked|boiled|fresh|high_protein|juice|seafood_tag|vegan,chicken|crispy|grilled|spicy|tea|turkey,1,0,0,0
205,seafood,baked|coffee|rice|tea|turkey|vegetarian,compote|crispy|fiber|juice|savory,0,0,0,1
206,,fiber|fish_tag|high_protein|pickled|potato|sour|sweet,chicken|fried|juice|low_cal|seafood_tag|vegan,1,0,0,0
207,egg|mayo|seafood,chicken|crispy|fiber|pasta|pickled|soda,low_cal|rice|savory|smoky|sour|spicy,0,0,0,1
208,gluten|seafood,chicken|fiber|low_cal|meat|pickled|soda|sour,fish_tag|grilled|savory|sweet,1,0,0,0
209,dairy|nuts,creamy|high_protein|meat|potato|savory|spicy,beef|boiled|fresh|pickled|smoky|sweet,0,1,0,1
210,,beef|bread|fish_tag|turkey|vegan,high_protein|savory|seafood_tag|smoky|spicy|sweet,0,0,0,1
211,,boiled|creamy|potato|soda|vegetarian,crispy|fried|high_protein|rice|seafood_tag|sour,1,0,0,1
212,,boiled|crispy|fish_tag|low_cal|potato|rice|smoky|soda|sweet,bread|grilled|sour|vegan|vegetarian,0,1,0,0
213,seafood,coffee|fiber|fresh|low_cal|pickled|rice|savory|sweet,compote|juice|seafood_tag|smoky|tea|vegan,1,0,1,1
214,egg|peas,boiled|crispy|fried|low_cal|rice|sweet|tea,fresh|savory|smoky|vegetarian,0,0,0,1
215,,bread|fiber|high_protein|juice|pasta|potato|sweet,pork|seafood_tag|tea|vegetarian,0,1,0,1
216,,bread|coffee|compote|fish_tag|pork,creamy|juice|pasta|pickled|rice|sour,0,0,1,0
217,,boiled|fiber|fresh|juice|rice|spicy|tea,chicken|compote|potato|vegan,0,1,0,1
218,,grilled|high_protein|potato|savory|seafood_tag|soda|spicy|vegan,beef|boiled|fiber|low_cal|rice,1,0,1,0
219,citrus|egg|seafood,beef|chicken|coffee|fresh|spicy|tea,compote|fiber|fried|pasta|sweet|turkey,0,1,1,1
220,,baked|beef|crispy|fiber|juice,boiled|bread|pasta|turkey,0,0,0,0
221,,chicken|pork|rice|seafood_tag|vegetarian,baked|high_protein|pasta|sour,0,0,1,1
222,citrus|seafood,beef|coffee|creamy|crispy|low_cal|pork|savory|smoky|sweet,boiled|pickled|vegetarian,0,0,0,1
223,chocolate|dairy|nuts,creamy|fiber|fresh|low_cal|pickled|sweet|vegan,pork|potato|savory|smoky|sour,1,0,1,1
224,,beef|bread|crispy|fresh|grilled|pork|potato|turkey,boiled|coffee|fish_tag|meat|savory|smoky,0,1,0,1
225,,coffee|compote|fresh|rice|soda|sour,boiled|crispy|savory|seafood_tag|spicy|tea,0,0,1,0
226,,coffee|meat|pasta|rice|soda|turkey|vegetarian,low_cal|seafood_tag|smoky,0,0,0,0
227,,chicken|coffee|low_cal|pork|potato|rice|seafood_tag|tea,crispy|fried|smoky,0,1,1,1
228,chocolate,coffee|crispy|fiber|pasta|seafood_tag|smoky|soda|turkey,baked|high_protein|juice|potato|sour|vegetarian,0,0,0,1
229,,crispy|fiber|fried|meat|pickled|seafood_tag|tea|turkey|vegan,fish_tag|high_protein|juice|pasta,0,1,1,0
230,,beef|fiber|rice|spicy|vegan,chicken|pasta|pork|savory|seafood_tag|sweet,0,0,0,1
231,,beef|creamy|fiber|grilled|high_protein|meat|smoky|sweet|turkey,crispy|fresh|pasta|seafood_tag,0,0,0,1
232,,creamy|fresh|low_cal|pickled|rice|spicy|vegetarian,chicken|grilled|savory,1,1,0,1
233,egg,coffee|fish_tag|high_protein|juice|pickled|vegetarian,bread|creamy|seafood_tag|sweet,0,0,1,0
234,,coffee|fried|high_protein|savory|seafood_tag|sweet|vegetarian,rice|sour|tea,0,0,0,1
235,,boiled|coffee|fresh|grilled|high_protein|low_cal|potato|spicy|sweet,beef|creamy|crispy|fried|juice|pork,1,0,0,0
236,,bread|fish_tag|juice|pickled|rice|savory|soda|sweet,chicken|coffee|crispy|fried|high_protein|seafood_tag,0,1,0,1
237,,bread|chicken|savory|smoky|turkey,fiber|pasta|rice|tea|vegan,1,0,0,1
238,,baked|beef|bread|coffee|fiber|savory,compote|fried|pasta|potato|soda|vegetarian,1,0,1,1
239,egg|peas|seafood,boiled|chicken|low_cal|savory|soda|spicy,compote|grilled|high_protein|seafood_tag,0,0,0,0
240,,baked|fish_tag|pork|seafood_tag|smoky|soda|sweet|vegetarian,beef|bread|meat,0,0,0,1
241,,bread|chicken|coffee|creamy|pasta|potato|seafood_tag|tea,beef|fiber|meat|rice|sour,0,1,1,0
